F3_digits_ratio,F24_unique_punct_ratio,F45_adjectives,F66_genitives,F87_gini,True_Label,Predicted_Label,Correct
0.0,0.0017361111111111,11,37,0.0927297668038408,0,1,False
0.0015360983102918,0.0,21,24,0.2561681388973499,1,0,False
0.0,0.0010405827263267,16,32,0.1338535414165666,1,0,False
0.0049586776859504,0.0016528925619834,10,42,0.1472556894243642,1,0,False
0.0,0.0016025641025641,21,27,0.1825657894736842,0,1,False
0.0,0.0033222591362126,11,42,0.3097359735973597,1,0,False
0.0,0.0017094017094017,13,26,0.1263462043603887,1,0,False
0.0,0.0017605633802816,13,24,0.1802767227346716,0,1,False
0.0,0.0018115942028985,13,23,0.1160012099213551,1,0,False
0.0,0.0022148394241417,19,39,0.1904684095860566,1,0,False
0.0117474302496328,0.0014684287812041,14,34,0.1002553674453797,0,1,False
0.0,0.0020746887966804,6,22,0.1020233196159122,0,1,False
0.0,0.0014970059880239,20,36,0.096961861667744,0,1,False
0.0,0.0,13,36,0.083294283036551,1,0,False
0.0,0.0019305019305019,19,20,0.1883685023160061,0,1,False
0.0013568521031207,0.0013568521031207,24,20,0.1054787506400409,0,1,False
0.0021645021645021,0.0021645021645021,22,40,0.2657004830917874,0,1,False
0.0183220829315332,0.0019286403085824,21,52,0.2366138359391733,0,1,False
0.0,0.0017513134851138,11,27,0.1235220475726804,1,0,False
0.0,0.0013210039630118,17,35,0.115552544414333,0,1,False
0.0078585461689587,0.0019646365422396,18,27,0.1371323529411765,0,1,False
0.0,0.0015698587127158,19,33,0.1260953681575054,0,1,False
0.0,0.0021052631578947,11,18,0.0847115772488907,1,0,False
0.0,0.0012919896640826,20,38,0.1990586221651689,0,1,False
0.0,0.0017513134851138,14,24,0.2504126984126983,0,1,False
0.0031897926634768,0.0015948963317384,21,23,0.0924444444444443,1,0,False
0.0,0.0022779043280182,9,16,0.1503652597402597,0,1,False
0.0,0.0012970168612191,24,36,0.311303719754424,0,1,False
0.0,0.0009380863039399,23,46,0.2121907332433648,0,1,False
0.0,0.0016528925619834,19,22,0.0985758513931888,1,0,False
0.0,0.0012690355329949,31,34,0.2397750100441944,1,0,False
0.0,0.0009319664492078,24,51,0.1579107197084724,1,0,False
0.0066225165562913,0.0033112582781456,7,45,0.3631498470948012,1,0,False
0.0,0.0043010752688172,11,23,0.0830624774286746,1,0,False
0.0,0.0014695077149155,23,36,0.1496844438020908,0,1,False
0.0089686098654708,0.0022421524663677,34,41,0.1592994161801501,1,0,False
0.0,0.0013315579227696,16,31,0.1028248587570621,1,0,False
0.0,0.0016638935108153,16,22,0.1632327952421409,0,1,False
0.0,0.0018050541516245,7,39,0.079696394686907,1,0,False
0.0,0.0031347962382445,13,31,0.1187943262411348,1,0,False
0.0,0.0015552099533437,23,29,0.1071334906897455,1,0,False
0.0062451209992193,0.0007806401249024,30,33,0.2953223930740405,0,1,False
0.0,0.0012254901960784,14,42,0.2094841063053674,1,0,False
0.0,0.0014285714285714,18,36,0.0842030148960842,0,1,False
0.0,0.0017361111111111,11,37,0.0927297668038408,0,1,False
0.0,0.0012836970474967,19,36,0.1142349807635395,1,0,False
0.0160295930949445,0.001233045622688,25,47,0.2807987711213517,0,1,False
0.0174418604651162,0.001937984496124,5,22,0.079696394686907,0,1,False
0.0,0.0017331022530329,11,43,0.138031914893617,0,1,False
0.0,0.0028368794326241,15,33,0.1842251950947602,1,0,False
0.0,0.0020942408376963,16,42,0.1490218642117376,1,0,False
0.0,0.0037174721189591,16,21,0.1900840624463887,1,0,False
0.0080482897384305,0.0020120724346076,13,28,0.0713371135906348,1,0,False
0.0099290780141843,0.001418439716312,10,43,0.1172348484848484,0,1,False
0.0021645021645021,0.0021645021645021,22,40,0.2657004830917874,0,1,False
0.0042689434364994,0.0010672358591248,21,38,0.2613133300541073,0,1,False
0.002820874471086,0.001410437235543,22,39,0.1893915427607298,1,0,False
0.0,0.0018975332068311,9,37,0.0726711560044893,1,0,False
0.0,0.0009532888465204,25,37,0.2076144658261446,0,1,False
0.022050716648291,0.0022050716648291,27,42,0.1698714023270055,1,0,False
0.0,0.0013458950201884,19,31,0.1865700483091787,1,0,False
0.0,0.0015082956259426,19,23,0.1179530045509427,0,1,False
0.0,0.0024630541871921,25,38,0.1325589059153073,1,0,False
0.0054869684499314,0.0013717421124828,22,37,0.1489470980996404,0,1,False
0.0,0.0016155088852988,14,23,0.1044117647058823,1,0,False
0.0,0.0010741138560687,13,40,0.1948790227859995,0,1,False
0.0475681453768038,0.0010689470871191,31,37,0.23304719797887,0,1,False
0.0,0.0014326647564469,23,32,0.1600467289719626,1,0,False
0.0,0.0011764705882352,17,47,0.1621747572815533,1,0,False
0.0236686390532544,0.0019723865877712,11,31,0.2845117845117845,0,1,False
0.0,0.0012165450121654,25,41,0.118384009009009,0,1,False
0.0,0.0017921146953405,10,24,0.1203804347826087,1,0,False
0.0,0.0015267175572519,16,36,0.1666987302808773,0,1,False
0.0085929108485499,0.0010741138560687,17,39,0.256034925526451,0,1,False
0.0,0.0015698587127158,19,33,0.1260953681575054,0,1,False
0.0051107325383304,0.0017035775127768,19,26,0.11307980409104,1,0,False
0.0237212750185322,0.0014825796886582,13,58,0.178367096378146,1,0,False
0.010840108401084,0.0013550135501355,18,38,0.0828272604588394,1,0,False
0.0,0.0027247956403269,12,48,0.2195798652397938,1,0,False
0.0018903591682419,0.0018903591682419,9,21,0.2177361211247296,0,1,False
0.0227272727272727,0.0018939393939393,11,31,0.172901921132457,0,1,False
0.0150115473441108,0.0011547344110854,23,32,0.1896929824561403,0,1,False
0.0334645669291338,0.0019685039370078,15,30,0.1065099457504521,1,0,False
0.0,0.0014285714285714,18,36,0.0842030148960842,0,1,False
0.0227272727272727,0.0018939393939393,11,31,0.172901921132457,0,1,False
0.0,0.0017825311942959,15,26,0.1121273712737128,1,0,False
0.0,0.002002002002002,34,28,0.1835213966361508,0,1,False
0.0068728522336769,0.0034364261168384,11,32,0.1410018552875696,1,0,False
0.0008312551953449,0.0008312551953449,14,30,0.1461970899470898,1,0,False
0.0,0.0026455026455026,16,38,0.1622839969947407,1,0,False
0.0190355329949238,0.0012690355329949,14,46,0.1555239449976291,0,1,False
0.003731343283582,0.001865671641791,8,31,0.1829004329004329,0,1,False
0.0,0.0011037527593818,22,38,0.2508663842895648,0,1,False
0.0,0.001039501039501,16,47,0.1611613024656503,1,0,False
0.0,0.002127659574468,8,17,0.0963674007152268,1,0,False
0.0,0.0017953321364452,14,37,0.1843940714908457,1,0,False
0.0,0.0012970168612191,24,36,0.311303719754424,0,1,False
0.0,0.0021186440677966,8,18,0.109375,1,0,False
0.0,0.0017331022530329,13,32,0.1280913978494623,1,0,False
0.0063795853269537,0.0015948963317384,20,24,0.110267229254571,1,0,False
0.0,0.0018148820326678,11,22,0.0821138211382113,1,0,False
0.0,0.0,6,20,0.246031746031746,0,1,False
0.0333863275039745,0.0015898251192368,13,35,0.1493565138857529,1,0,False
0.0,0.0016583747927031,21,22,0.0452380952380952,1,0,False
0.0,0.0017391304347826,16,24,0.10925895362271,1,0,False
0.0292887029288702,0.00418410041841,22,16,0.1934931506849314,1,0,False
0.0,0.0014695077149155,23,36,0.1496844438020908,0,1,False
0.023170731707317,0.0012195121951219,20,41,0.1266083376222337,0,1,False
0.0,0.0021621621621621,19,44,0.1650526315789474,1,0,False
0.003875968992248,0.0012919896640826,25,29,0.2208448117539027,0,1,False
0.0,0.0022935779816513,26,34,0.1472304162569649,1,0,False
0.0136798905608755,0.0013679890560875,22,38,0.2054526015680684,0,1,False
0.0,0.0,25,35,0.0969037440082912,0,1,False
0.0,0.0020325203252032,9,42,0.1278985507246377,1,0,False
0.0,0.001081081081081,18,41,0.21789045682851,0,1,False
0.0,0.0014430014430014,32,34,0.1228415915915916,0,1,False
0.0099290780141843,0.001418439716312,10,43,0.1172348484848484,0,1,False
0.0038498556304138,0.0009624639076034,23,29,0.1613636363636363,1,0,False
0.0,0.0015197568389057,22,27,0.1713993871297241,0,1,False
0.0068846815834767,0.0017211703958691,8,41,0.1051378446115289,1,0,False
0.0,0.0022371364653243,16,22,0.1050691244239631,1,0,False
0.0,0.0012180267965895,25,45,0.2057338086749851,0,1,False
0.0,0.0014695077149155,23,36,0.1496844438020908,0,1,False
0.0,0.0018832391713747,19,23,0.1394294351029661,0,1,False
0.0,0.0014367816091954,17,30,0.1430643901350295,1,0,False
0.0174418604651162,0.001937984496124,5,22,0.079696394686907,0,1,False
0.0,0.001937984496124,7,26,0.1306216931216931,1,0,False
0.0068027210884353,0.0017006802721088,13,37,0.1966354109211252,0,1,False
0.0,0.0,25,35,0.0969037440082912,0,1,False
0.0,0.0012919896640826,20,38,0.1990586221651689,0,1,False
0.0,0.0011792452830188,10,51,0.2065727699530517,1,0,False
0.0,0.0021645021645021,3,35,0.1765242789339174,0,1,False
0.0,0.0016025641025641,21,27,0.1825657894736842,0,1,False
0.0218068535825545,0.0020768431983385,24,45,0.2410287081339712,1,0,False
0.0,0.0020661157024793,6,17,0.1590909090909091,1,0,False
0.0,0.0,23,33,0.207769684356573,1,0,False
0.0144144144144144,0.0018018018018018,12,18,0.1392163109270468,0,1,False
0.0038572806171648,0.0009643201542912,27,32,0.2677575882717324,0,1,False
0.0,0.0017761989342806,17,38,0.1318903318903318,0,1,False
0.0,0.0017182130584192,14,22,0.1016666666666667,1,0,False
0.0041493775933609,0.0013831258644536,14,38,0.094059405940594,1,0,False
0.0,0.0013708019191226,9,29,0.1846298031865041,0,1,False
0.0,0.0015552099533437,17,34,0.1273460960960961,0,1,False
0.0,0.0019193857965451,16,27,0.1207117960007337,0,1,False
0.0,0.0016750418760469,10,25,0.1527104959630911,1,0,False
0.0,0.00177304964539,17,25,0.0947916666666667,0,1,False
0.0,0.0019960079840319,22,39,0.1689415287072913,1,0,False
0.0,0.0019880715705765,14,26,0.1021699819168173,1,0,False
0.0095124851367419,0.0011890606420927,26,33,0.1417818740399385,1,0,False
0.0180327868852459,0.001639344262295,12,27,0.1797488226059654,0,1,False
0.0150115473441108,0.0011547344110854,23,32,0.1896929824561403,0,1,False
0.0,0.0013333333333333,22,27,0.1493399339933993,0,1,False
0.0018903591682419,0.0018903591682419,9,21,0.2177361211247296,0,1,False
0.0095419847328244,0.0019083969465648,11,34,0.1550782672005824,0,1,False
0.0,0.0016638935108153,14,22,0.1318597560975609,1,0,False
0.0042689434364994,0.0010672358591248,21,38,0.2613133300541073,0,1,False
0.0,0.0017605633802816,13,24,0.1802767227346716,0,1,False
0.0150115473441108,0.0011547344110854,23,32,0.1896929824561403,0,1,False
0.0,0.001081081081081,18,41,0.21789045682851,0,1,False
0.0,0.0021367521367521,9,23,0.1283694211224039,1,0,False
0.0,0.0029368575624082,16,32,0.1546789681792505,1,0,False
